Name,Rank,Work Field,Website,Publication Count,Publications
Meral Özel,Prof. Dr.,"Thermodynamics and Statistical Physics, Heat Transfer in Automotive",https://dergipark.org.tr/tr/pub/@moz98,7,Yeni Tip Çentikli Delta Kanat Modelinin Roketin Uçuş Performansına Etkilerinin Araştırılması; Farklı Yönlendirmeli Bina Dış Duvarlarında Faz Değiştiren Malzeme Kullanımının Isı Kazancına Etkisinin Araştırılması; Kars İlindeki Binalar İçin Isıtma Yükü ve Optimum Yalıtım Kalınlığının Belirlenmesi; Soğuk İklim Bölgesinde Farklı Dış Duvar Yapı Malzemelerinin Isıtma Yüküne Etkilerinin İncelenmesi; Dış Ortam Sıcaklıkları ve Güneş Işınımı Şiddeti Dikkate Alınarak Adana İli İçin Optimum Yalıtım Kalınlığı Tespiti; Farklı Tip Burun Konilerinde Çentikli Delta Kanat Roketlerin Uçuş Performansının İncelenmesi; Kendinden Helisel Kanatlı Boruların Isı Transfer Performansını Artırmaya Yönelik  Yeni Bir Yaklaşım
İbrahim Enam İnan,Bilinmiyor,Matematik,https://dergipark.org.tr/tr/pub/@ieifi,5,Bazı Doğrusal Olmayan Schrödinger Denklemlerinin Hareketli Dalga Çözümleri İçin Genelleştirilmiş Jacobi Eliptik Fonksiyon Yöntemi; Generalized (G'/G) - Expansion Method for Some Soliton Wave Solution of  (2+1)-Dimensional Dispersive Long Wave Equation (DLWE); Auto-B𝐚̈cklund Transformation for Travelling Wave Solutions of Some Nonlinear Partial Differential Equations; Burgers Benzeri Denklemin Bazı Seyahat Eden Dalga Çözümleri; Potansiyel  KdV- denklem çiftinin bazı soliton dalga çözümleri için Genelleştirilmiş (G'/G)- açılım metodu
Yakup Kılıç,Doç. Dr.,"Antrenman, Egzersiz Fizyolojisi",https://dergipark.org.tr/tr/pub/@yakup023,10,"Sedanter ve Antrene Bireylerde Hedonik Açlığın Dispne, Yaşam Kalitesi ve Uyku Kalitesine Etkisi; Are Sportive Games Affecting the Lipid Profile in Adolescents?; Sporcuların Ruh Halleri ve Prososyal Motivasyon Düzeyleri; Beden Eğitimi Ve Spor Alanında Öğrenim Gören Öğrencilerin Yeme Tutumlarının İncelenmesi; Spor Bilimleri Alanında Eğitim Alan Öğrencilerin  Kariyer Geleceklerine Yönelik Tutumları; Farklı Spor Branşındaki Bireylerin Bazal Metabolik Hız Ve Beslenme Bilgi Düzeylerinin İncelenmesi; Çekme Lastiği Egzersizinin Taekwondo Sporunda Seçilmiş Bazı Teknik Kuvvet Parametrelerine Etkisi; Sedanter ve Antrene Üniversite Öğrencilerinde Obezite ve Metabolik Sendrom Farkındalık Düzeylerinin İncelenmesi; GEBELERDE KİNEZYOFOBİNİN YAŞAM KALİTESİ VE DÜŞME KORKUSU İLE İLİŞKİSİNİN İNCELENMESİ; Puberte Dönemi Bireylerde Bağıl Yaş Faktörünün Beslenme Öz Yeterlilik Ve Fiziksel Aktivite Öz Yeterlilik Seviyelerine Etkisi"
Haydar Dölek,Dr. Öğr. Üyesi,Din Felsefesi,https://dergipark.org.tr/tr/pub/@hdolek,5,DESCARTES'IN CEVHER VE RUH ANLAYlŞlNA LEIBNIZ'iN ELEŞTiRiSi; ÖLÜMSÜZLÜK PROBLEMi AÇlSlNDAN TEHAFÜTLER; MALEBRANCHE'DA TANRI'NlN VARLIGI VE DELiLLENDiRiLMESi SORUNU; İHVÂN-I SAFÂ FELSEFESİNDE İNSANIN MAHİYETİ VE NEFS-BEDEN İLİŞKİSİ; ONTOLOJiK DELiLiN OLUŞUMUNDA ARiSTOCU VE YENi-EFLATUNCU FiKiRLERiN ETKiSi
Zehra Kadiroğlu,Doktora,"Bilgisayar Görüşü, Görüntü İşleme, Örüntü Tanıma, Derin Öğrenme",https://dergipark.org.tr/tr/pub/@zehra_kdrglu,2,Göğüs röntgen görüntülerinde pnömoni tespiti için derin öğrenme modellerinin karşılaştırılması; PneumoNet: Göğüs Röntgeni Görüntülerinden Derin Sinir Ağları Kullanarak Pnömoninin Otomatik Tespiti
Hatice Gökçe Demirel,Dr. Öğr. Üyesi,"Liderlik, Organizasyon ve Yönetim Teorisi, Örgüt Kültürü, Örgütsel Davranış, Strateji, Strateji, Yönetim ve Örgütsel Davranış (Diğer), Kültürlerarası İş Yönetimi",https://dergipark.org.tr/tr/pub/@gokcedemirel,4,Hofstede’in Kültürel Boyutlarının İş Tatmini Üzerindeki Etkisi: Türkiye’deki Afrikalı Çalışanlar Üzerine Bir Araştırma; İş Motivasyon Kaynaklarının Duygusal Emek Üzerindeki Etkisini Belirlemeye Yönelik Bir Araştırma; DİJİTAL DÖNÜŞÜM GİRİŞİMLERİ NEDEN BAŞARISIZ OLUYOR? GÖRÜNMEZ BİR STRATEJİK BİLEŞEN OLARAK DİJİTAL ZİHNİYETLER; DOĞA BİLİMLERİNDEN SOSYAL BİLİMLERE: ÖRGÜTSEL ENTROPİ
Cafer Bal,Bilinmiyor,"Görüntü İşleme, Makine Öğrenme, Bulanık Hesaplama, Gömülü Sistemler, Kontrol Teorisi ve Uygulamaları, Mekatronik Mühendisliği",https://dergipark.org.tr/tr/pub/@c_bal,6,Diyabet Hastalıkları İçin GA-DÇF-UÖM Tabanlı Uzman Tanı Sistemi; Grafiksel Arayüz Tabanlı Mermer Sınıflandırma Uygulaması Geliştirme; Can Bus Tabanlı Silo Alan Ağı Tasarımı; İki Ayaklı Yürüme Hareketinin Merkezi Örüntü Üreteci (CPG) İle Gerçekleştirilmesi; ASENKRON MOTORLAR İÇİN KAYMA MOD AKIM DENETLEYİCİ; Sinirsel Bulanık Ağlarla Asenkron Motorların Algılayıcısız Denetimi
Mustafa Kaptanoğlu,Yrd. Doç. Dr.,"Malzeme Bilimi ve Teknolojileri, Kaynak Teknolojileri, Malzeme Mühendisliği, Kaplama Teknolojisi, Malzeme Karekterizasyonu, Metaller ve Alaşım Malzemeleri",https://dergipark.org.tr/tr/pub/@mkaptanoglu,3,Kaynak Akımı Değişiminin Karbür ve Boro-karbür içeren  Kaplamalara Etkisi; Bigadiç Kolemanitin Tozaltı Kaynak Toz Bileşeni Olarak Kullanılabilirliği; Ferroniyobyum ve Ferrobor İçeren Tozaltı Kaynak Tozları ile Elde Edilen Kaplamaların Mikroyapı ve Aşınma Özelliklerinin Araştırılması
Emre Kaya,Doç.,Veteriner Bilimleri,https://dergipark.org.tr/tr/pub/@emre.kaya,4,"Biyokimyasal, Moleküler ve Histopatolojik Veriler Kullanılarak Likopenin Dietilnitrozamine Bağlı Kronik Hepatotoksisite Üzerine Koruyucu ve / veya Tedavi Edici Etkilerinin Araştırılması; Femur Kırığı Oluşturulmuş Ratlarda Oksidatif Stres Üzerine Akupunkturun Etkisi; Protective effect of lycopene on diethylnitrosamine-induced oxidative stress and catalase expression in rats; Ratlarda siklofosfamidin sebep olduğu kardiyotoksisitede propolisin koruyucu rolü"
Servet Tuncer,Prof. Dr.,"Elektrik Mühendisliği, Elektrik Devreleri ve Sistemleri, Elektrik Makineleri ve Sürücüler, Güç Elektroniği",https://dergipark.org.tr/tr/pub/@servet_tuncer,4,Dinamit Destekli Terör Faaliyetlerinin Önlenmesi İçin Derin Öğrenme Temelli Güvenlik Destek Sistemi; ÇOK SEVİYELİ İNVERTERLER VE DGM TEKNİKLERİ; ÇOK SEVİYELİ EVİRİCİ BESLEMELİ ASENKRON MOTOR İÇİN YÜKSEK PERFORMANSLI VEKTÖR DENETİM STRATEJİSİ; Gerilim Kaynaklı Eviricinin Faz Akımlarının İzlenmesiyle Açık Devre Arızalarının Teşhisi
Ergin Taşkan,Doç. Dr.,"Çevresel Biyoteknoloji, Yenilenebilir Enerji Sistemleri, Atıksu Arıtma Süreçleri",https://dergipark.org.tr/tr/pub/@ergintaskan,5,Hücre Dışı Polimerik Maddeler; Mikrobiyal Yakıt Hücresinde Grafen Kaplı Nikel-Titanyum (NiTi) Alaşımının Anot Elektrotu Olarak Kullanılması; Ön İşlem Uygulanmış Alg Biyokütlesinin Mikrobiyal Yakıt Hücresinde Elektrik Üretim Performansının Araştırılması; Chlorella vulgaris Mikroalgi Kullanılarak Biyofotovoltaik Hücrede Güç Yoğunluğunun Araştırılması; Sürdürülebilir Biyoenerji Üretimi İçin Mikroalg Tabanlı Mikrobiyal Yakıt Hücreleri
Hakan Öztürk,Dr. Öğr. Üyesi,"İslam Tarihi ve Medeniyeti, İslam Tarihi",https://dergipark.org.tr/tr/pub/@hakanozturk15,4,1923-1938 YILLARI ARASINDA DİN DERSLERİNDE OKUTULAN KİTAPLARDA HZ. MUHAMMED TASAVVURU; RÜYA MOTİFİ’NİN SİYER YAZICILIĞINDAKİ YERİ: HZ. MUHAMMED’İN PEYGAMBERLİĞİNİN DOĞUMUNDAN ÖNCE MÜJDELENMESİ ÖRNEĞİ; GEÇMİŞTE YAŞAMIŞ DİN KURUCUSU VEYA PEYGAMBERLER İLE İLGİLİ RİVAYETLERİN HZ. MUHAMMED’İN HAYAT HİKÂYESİNE ETKİSİ: DOĞUM OLAYLARI ÖRNEĞİ; 1923-1938 YILLARI ARASINDA YAYlMLANAN İSLAM TARİHİ ÇALIŞMALARI ve TANITIMI
Muhammet Aydın,Yrd. Doç. Dr.,"Kontrol Teorisi ve Uygulamaları, Mekatronik Mühendisliği, Makine Teorisi ve Dinamiği",https://dergipark.org.tr/tr/pub/@makinton,6,Krank Biyel Mekanizmasının Pozisyon Kontrolü; Implementation of Sliding Surface Moving Anfis Based Sliding Mode Control to Rotary Inverted Pendulum; Implementation of the Network-Based Moving Sliding Mode Control Algorithm to the Rotary Inverted Pendulum System; Triglide Robotun Dinamik Denklemleri Kullanılarak Kayan Kipli Denetleyici ile Denetimi; Hareketli Kayma Yüzeyli DC Motor Modelli Klasik Kayan Kipli Kontrolün Dönel Ters Sarkaç Sistemine Uygulanması; Fuzzy Sliding Mode Control with Moving Sliding Surface of Rotary  Inverted Pendulum
Mustafa Koç,Doç. Dr.,Radiology and Organ Imaging,https://dergipark.org.tr/tr/pub/@mustafa-koc-371540,0,
Sezayi Özübek,Doç. Dr.,Veteriner Bilimleri,https://dergipark.org.tr/tr/pub/@sezayi.ozubek,2,"Anaplasma marginale msp1a geninin yeni bir tandem raporunu da içeren, Türkiye’nin Karaman yöresindeki sığırlarda Anaplasma ve Ehrlichia türlerinin moleküler araştırması; Köpeklerde ve Rhipicephalus sanguineus sensu lato Kenelerinde Hepatozoon canis'in Genetik Çeşitliliği Üzerine Ön Çalışma"
Nilay Erdem Ayyıldız,Doç. Dr.,"İngiliz ve İrlanda Dili, Edebiyatı ve Kültürü, Dünya Dilleri, Edebiyatı ve Kültürü (Diğer)",https://dergipark.org.tr/tr/pub/@nerdem,2,TED HUGHES’UN DEMIR KADIN ADLI KISA ÇOCUK ROMANINDA MEDUSA’NIN EKOFEMINIST BAĞLAMDA DİRİLİŞİ; ARİSTOPHANES’İN LYSİSTRATA OYUNUNA ARİSTOTELESÇİ BİR YAKLAŞIM
Abdullah Alan,Doktora,"Bilgi ve Bilgi İşleme Bilimleri, Derin Öğrenme, Makine Öğrenmesi Algoritmaları, Veri Madenciliği ve Bilgi Keşfi, Yapay Zeka",https://dergipark.org.tr/tr/pub/@abdullah-alan,1,Veri Seti - Sınıflandırma İlişkisinde Performansa Etki Eden Faktörlerin Değerlendirilmesi
Sümeyye Coşgun Baybars,Yrd. Doç. Dr.,"Oral and Maxillofacial Radiology, Oral Medicine and Pathology",https://dergipark.org.tr/tr/pub/@sumeyyecb.1,12,Türk Diş Hekimliğinde Covid-19 Araştırmalarının Kapsamlı Bir Analizi; Güncel Tanı ve Tedavi Yaklaşımlarıyla MRONJ; Age Detection by Deep Learning from Dental Panoramic Radiographs; Cemento-Ossifying Fibroma in the Mandibular Posterior Region: 2 Case Reports; GÜNCEL LİTERATÜR EŞLİĞİNDE ADLİ DİŞ HEKİMLİĞİ; Elazığ İlinde Bulunan Çocuklarda Dental Anomali Görülme Prevalansı; ELAZIĞ YÖRESİNDE 10-25 YAŞ ARALIĞINDAKİ HASTALARDA DAİMİ DİŞLERİN ERKEN KAYIPLARININ İNCELENMESİ; Total Dişsizlik Durumunda Baş ve Boyun Bölgesindeki Yumuşak Doku Kalsifikasyonlarının Panoramik Radyografi Aracılığıyla Değerlendirilmesi; Tam Dişli ve Total Dişsiz Hastalarda Kondil ve Ramus Asimetrisinin Ortopantomografi ile Retrospektif Olarak İncelenmesi; BİR GRUP TÜRK POPÜLASYONUNDA ANTERİOR VE PREMOLAR DİŞLERİN KÖK KANAL MORFOLOJİLERİNİN VE SİMETRİLERİNİN CBCT İLE İNCELENMESİ; Panoramik Radyografilerde Mukos Retansiyon Kistlerinin Derin Öğrenme Yöntemleri Kullanılarak Tespiti; Klinik ve Radyolojik Bulgularla Trigeminal Nevralji: 3 Olgu Sunumu
Mustafa Burak,Dr. Arş. Gör.,Rehabilitasyon,https://dergipark.org.tr/tr/pub/@mustafa.burak,3,Eylem Gözlem Terapisi ile Unilateral Serebral Palsili Çocuklarda Üst Ekstremite Fonksiyonelliğinin Geliştirilmesi; KONJENİTAL SANTRAL HİPOVENTİLASYON SENDROMU VE SEREBRAL PALSİLİ OLGUDA FİZYOTERAPİ VE REHABİLİTASYON PROGRAMININ ETKİSİNİN İNCELENMESİ: BİR OLGU SUNUMU; Özel Gereksinimli Çocuklara Bakım Verenlerin Stres Düzeylerine Afetlerin Etkisi: Karşılaştırmalı Bir Çalışma
Kazım Fırıldak,Dr. Öğretim Görevlisi,"Bilgi ve Bilgi İşleme Bilimleri, Görüntü İşleme, Yapay Görme",https://dergipark.org.tr/tr/pub/@kazimfirildak,5,Evrişimsel Sinir Ağlarında Kullanılan Transfer Öğrenme Yaklaşımlarının İncelenmesi; DERİN AĞLAR İÇİN YENİ BİR BİRİMDİK DÜZGÜNLEŞTİRME YAKLAŞIMI; Örtüşme ve Deforme Durumlarında Kapsül Ağ ile Evrişimsel Sinir Ağ Sınıflama Performanslarının Karşılaştırılması; SimCLR-based Self-Supervised Learning Approach for Limited Brain MRI and Unlabeled Images; Transfer Öğrenme ve Çekişmeli Üretici Ağ Yaklaşımlarını Kullanarak Cilt Lezyonu Sınıflandırma Doğruluğunu İyileştirilmesi
Yavuz Erol,Dr. Öğr. Üyesi,"Photonics, Optoelectronics and Optical Communications, Engineering Electromagnetics, Electronics, Electronic Sensors, Photonic and Electro-Optical Devices, Sensors and Systems (Excl. Communications), Embedded Systems, Power Electronics, Radio Frequency Engineering, Communications Engineering, Wireless Communication Systems and Technologies (Incl. Microwave and Millimetrewave)",https://dergipark.org.tr/tr/pub/@yavuz.erol,2,Fotodiyot Dizi Boyutunun Görünür Işıkla Haberleşme (VLC) Performansına Etkileri; Araç Plaka Tespitinin İyileştirilmesine Yönelik MVSR Normalleştirme Algoritması Yöntemi
Muhammet Karaton,Prof. Dr.,"İnşaat Mühendisliğinde Sayısal Modelleme, Deprem Mühendisliği, Mühendislik",https://dergipark.org.tr/tr/pub/@mkaraton23,2,Betonarme Binaların Fiber Eleman Yöntemiyle Burulma Davranışının İncelenmesi; Tarihi Yığma Yapıların Malzeme Karakteristiklerinin Hasarsız Yöntemlerle Belirlenmesi: Diyarbakır Ulu Camii
Hanifi Güldemir,Prof. Dr.,"Elektrik Makineleri ve Sürücüler, Fotovoltaik Güç Sistemleri, Güç Elektroniği",https://dergipark.org.tr/tr/pub/@hguldemir,9,Bir Fazlı Paralel Aktif Güç Filtresi Modeli ve Denetimi; Bir Fazlı Asenkron Motor V/f Hız Kontrolü; Bir Fazlı Z-Kaynaklı Düşürücü-Yükseltici Matris Çeviricinin MATLAB/Simulink Benzetimi; A Control of SynRM using MPPT Algorithm and Effects of Advance Angle on Motor Performance; DALGACIK DÖNÜŞÜMÜ İLE EN DÜŞÜK ANLAMLI BİT FİLİGRAN EKLEME YÖNTEMLERİNİN KAYNAŞTIRILMASI; Voltage Controlled Boost Converter-Inverter System for Photovoltaic Applications; Tek Fazlı Z-Kaynaklı Matris Dönüştürücü Modellenmesi ve Simülasyonu; Study of Fuzzy Logic Control of Dc-Dc Buck Converter; PneumoNet: Göğüs Röntgeni Görüntülerinden Derin Sinir Ağları Kullanarak Pnömoninin Otomatik Tespiti
Emine Ünsaldı,Prof. Dr.,"Genel Cerrahi, Veteriner Cerrahi",https://dergipark.org.tr/tr/pub/@eunsaldi,8,BİR İNEKTE İNTRA – ABDOMİNAL YAĞ NEKROZU OLGUSU; SIĞIRLARDA ABOMASUM DEPLASMANI VE OPERATİF SAĞALTIMI; KÖPEKLERDE DENEYSEL MONTEGGIA LEZYONLARINDA SAĞALTIM DENEMELERİ; SIĞIRLARDA FİBULAR FELÇ VE SAĞALTIMI; KÖPEKLERDE DENEYSEL KOKSO-FEMORAL ÇIKIKLARIN MODİFİYE MEİJ-HAZEWINKEL-NAP TEKNİĞİ İLE SAĞALTILMASI; ANTİBİYOTİK TAŞIYICILARLA OSTEOMYELİTİS SAĞALTIMI; DİYABET VE GEÇMİŞTEN GÜNÜMÜZE PANKREAS TRANSPLANTASYONU; KÖPEKLERDE DENEYSEL MADDİ KAYIPLI FEMUR KIRIKLARINDA OTOJEN FİBULAR KEMİK GREFTİ KULLANIMI
Murat Ersin Durğun,Öğretim Görevlisi,"Biyomateryaller, Hayvan Hücre Kültürü ve Doku Mühendisliği",https://dergipark.org.tr/tr/pub/@muratersin,2,"AĞIR METAL (Cu2+, Cd2+) STRESİ UYGULANAN Lavandula angustifolia (LAVANTA) VE Salvia rosmarinus (BİBERİYE) BİTKİLERİNİN TOPLAM FENOLİK, ANTİOKSİDAN, KLOROFİL VE KAROTENOİD MİKTARININ BELİRLENMESİ; Süs Kızılcığı Takviyeli Polyester-Epoksi Hibrit Kompozit  Üretimi ve Karakterizasyonu Öz"
Mehmet Eskibağlar,Dr. Öğr. Üyesi,Endodontics,https://dergipark.org.tr/tr/pub/@mehmet.eskibaglar,5,Diş Hekimliği Pratiğinde Rubber Dam ve Uygulama Yöntemleri; Evaluation of shaping performance and surface changes of two different minimally invasive shaping file systems used in resin blocks; Farklı Taper Açılarına Sahip Endodontik Eğelerin Biyomekanik Özelliklerinin Sonlu Elemanlar Analiziyle Değerlendirilmesi; Root and Canal Anatomy of Maxillary and Mandibular Teeth in Imperial Rome; Farklı Kök Kanal Anatomisine Sahip Mandibular Premolarların Tedavisi: Olgu Serisi
İlyas Somunkıran,Doç. Dr.,Malzeme Fiziği,https://dergipark.org.tr/tr/pub/@somunkiran,3,Sıcak Presleme Yöntemi İle Üretilen Fe Esaslı Matriste Ni Esaslı Süper Alaşımların Katkı Oranlarının Etkisi; Toz metalürjisi yöntemi ile üretilen Cu-Cr-B4C-CNF hibrit kompozitlerin aşınma özellikleri; Toz Metalurjisi Yöntemiyle Üretilen Fe Esaslı Fe-Ni-Cu Elmas Kesici Takımında Co’ın Etkisi
Ezgi Gürgenç,Doktora,Enerji Sistemleri Mühendisliği,https://dergipark.org.tr/tr/pub/@egurgenc,3,"Sol-Jel Yöntemi ile Sentezlenen La katkılı CdO Nanoparçacıkların, Yapısal Karakterizasyonu ve Dielektriksel Özelliklerinin Belirlenmesi; Production and Characterization of AlNiOZnOp-SiAl Composite Photodiodes for Solar Energy Tracking Systems; Eu katkılı NiO Nanoparçacıkların Sol-Jel Yöntemi ile Sentezlenmesi, Yapısal ve Morfolojik Karakterizasyonu"
Zeki Coşkuner,Prof. Dr.,Spor ve Rekreasyon,https://dergipark.org.tr/tr/pub/@zeki-coskuner,3,TÜRKİYE SÜPER LİGİ’NDEKİ  OYUN İÇİ DEĞİŞKENLERİN ANALİZİ; Spor Bilimleri Alanında Eğitim Alan Öğrencilerin  Kariyer Geleceklerine Yönelik Tutumları; Ziraat Türkiye Kupasında Mücadele Eden Takımların Ev Sahibi Olma Avantajlarının İncelenmesi
Veysel İbrahim Karaca,Dr. Arş. Gör.,"Güney-Batı (Oğuz) Türk Lehçeleri ve Edebiyatları, Güney-Doğu (Yeni Uygur/Özbek) Türk Lehçeleri ve Edebiyatları, Kuzey-Batı (Kıpçak) Türk Lehçeleri ve Edebiyatları, Kuzey-Doğu (Altay, Hakas, Tuva, Saha/Yakut) Türk Lehçeleri ve Edebiyatları, Ağız Araştırmaları Bilimi, Dilbilim, Dilsel Yapılar (Fonoloji, Morfoloji ve Sözdizimi dahil), Eski Türk Dili (Orhun, Uygur, Karahanlı), Yeni Türk Dili (Eski Anadolu, Osmanlı, Türkiye Türkçesi)",https://dergipark.org.tr/tr/pub/@vikaraca,2,BİR SOYKIRIMIN ANATOMİSİ: KAZAKİSTAN'DA KIZIL KITLIK; ÇAĞDAŞ TÜRK LEHÇELERİNDE /ñ/ SESİ
